ResponseId,DescribeVignette,Usable,Check,MentionsScientist
R_3PZiFMJQfu6kKl3,That the government needs to stop drilling. Sometimes this is untrue.,1,,
R_6Hizq8DpxzK3oIA,"They portrayed the protest pretty neutrally, giving the facts of the protest. They followed up with some information about what the protest was about and why.",1,,
R_1CyEeYYTEi7PVWQ,The media didn't portray the protest as much of anything. It was mostly factual.,1,,
R_3cA9ubeJMOb25mS,The media portrayed the protest as peaceful with no incidents. They demanded the government to stop new oil and gas drilling.,1,,
R_30VKXViydjWwnsZ,The media portrayed the protests as peaceful and positive. They also seem to support one side of the issue and only support the notion that oil is the problem with global warming.,1,,
R_6ZowesheH4dT5tv,"The protest is portrayed in a largely positive light, and is described as being based on objective facts. The support of the scientific community is highlighted and gives great weight to the protester's position.",1,,1
R_3dQ1JQ9JAX0JPx4,"It was an overall fair and unbiased article, even though I don't agree with all the stats cited. It focused 50% on the protests and 50% on the perceived reasons why the protest took place.",1,,
R_1nhoJAzjmO2Q797,"They portrayed it in a positive light, stating it was peaceful and without incident.",1,,
R_5xRk7vc0lwXo4jE,"the media portrayed the exploitation of oil and gas evil and gave reasons, that those activities destroy the environment.",1,,
R_3g6I76xus4EbdU1,The media portrayed the as a just think to do because of the future potential outcome. The news media gave data of why there need to be changes.,1,,
R_3phAwuG6AvhkHlj,They used some harsh language like demanded but for the most part showed the scientist and activist in a positive light.,1,,1
R_52g0Mztx9EsrujT,"The media portrayed the protest in a positive, but mostly neutral light. The media pointed out that the protests were peaceful, and facilitated by law enforcement without violence.",1,,
R_6v1G0dLvMgDSH2C,The newspaper portrayed the protesters in a relatively positive fashion. They are shown as being in alignment with a respected academic in the Environmental field.,1,,1
R_1Ld6c4JZ8OVQ0Ox,The media portrays the climate protests in positive terms. They mention that they marched peacefully with no incidents. The scientist quoted seems to tacitly support the protesters.,1,,1
R_3MQiedCml8t8U4E,"The portrayed them as peaceful, and I assume law abiding.",1,,
R_1n77cua4U3bTGSx,They are trying to say that they're trying to make things better.,1,,
R_61TupAQFNl1ZUte,"The activists are portrayed as extremists, as usual. The 1 percenters who run the media are always going to back the 1 percent who own big oil and gas.",1,,
R_6LuobBe0u5hpjMM,"The images portrayed the demonstration as a peaceful and well administered affair also lauded by the police, with climate activists supported by scientists asking for an end to new oil and gas drilling in order to avoid catastrophic climate scenarios. The report noted that the protesters felt an urgency from scientists. and also saw how fed up the countries were with government inability to make meaningful, impact-full climate policy changes.",1,,1
R_3fkoI3JNbi1i1jK,The media portrayed the climate protesters as very peaceful and displayed the protest as something for a good cause.,1,,
R_3X0ggmFyKJYdc19,They seemed to report it factually and didn't take sides.,1,,
R_6DUZ3X3jecjlPwI,The article only presents a pro protester viewpoint or perspective. A good balance would ask how people trying to get inside the bank feel about it.,1,,
R_3CEAEZkMYTSRWNX,They really didn't portray the protest other than to say how many people were involved and they were arrested for blocking enterances to the Federal Reserve bank.,1,,
R_63atkGkwndCzI8a,"The media portrayed it as peaceful followed by their own commentary on so called climate change, thus making this a biased article.",1,,
R_5DdWyhTS7WAoeZ4,"The media portrayed the protest as a large, organized demonstration with significant arrests, highlighting the activists' urgent demands to halt fossil fuel expansion to meet critical climate goals. Scientists' warnings and the IEA's stance reinforced the protesters' call for immediate action.",1,,2
R_5MQCEonPa2RrUiq,The media portrayed the protest as peaceful through the streets of Manhattan and without any incidents due to police presence,1,,
R_6iUNK7O3SV2btTg,The media portrayed the protest by facilitated by the police without any incidents.,1,,
R_7pSS1be7aI6qP0S,There was a peaceful protest about the effects of climate change without any incidents.,1,,
R_1rdhQQk0elAONWl,The media portrayed the protest as peaceful and without negative incidents.,1,,
R_1diEhjh9TLMBH3q,I felt that the protest was portrayed in a neutral and unbiased way. It just stuck to the facts without adding any inflammatory statements.,1,,
R_1KpYX5QNYSWityh,The protest was described as a peaceful march through Manhattan.,1,,
R_5agmObk62OphDAb,They portrayed them as criminals doing something illegal and getting arrested for it. To me they appeared to be represented badly and viewed as a problem.,1,,
R_5wQzy8key5yzcqh,The media were sympathetic to the protesters. The media championed the cause of the protest as if it were fact.,1,,
R_1dXnDD9vAGJc7Mi,"The media reported on the nonviolent character of the protest and the demands of the demonstrators without using biased or emotive language, portraying the climate protest objectively and factually. By include professional viewpoints and scientific evidence, the piece also gave the protest context and validity while offering a fair and educational assessment of the incident.",1,,1
R_3fm7aBnaUdnJTQu,It is protrayed as a good protest for a just cause,1,,
R_7Rdjfevpl3d9Ng5,"It was a neutral portrayal, pointing out scientific facts and facts about the protest.",1,,2
R_7X3r5wtMYNB11yF,They portrayed them like they are heroes which they are not. This subject is far too important to be leaving it to a few people.,1,,
R_7hNd2EB7fWUpe1e,Gently. No derogatory statements or stereotypes. Included that their protest was peaceful and facilitated by police. Gives it some acceptance.,1,,
R_1X9l2EwCU2ASZCp,The media seems to be on the side of the protesters.,1,,
R_6PuuzemJNUH1HHj,Dr. Frasier needs to be fired from his academic position. However the media in this case was netural just reporting on what he said. After the first paragraph the next two are edirial in nature and a degree of seperation from the headline,1,,1
R_3Xt6MU2OpDOSKoV,"I think the media portrayed the protest somewhat negative in how the protestors were described, and what they were doing. It almost made them seem it was wrong or illegal to protest in this manner, and maybe they're correct on that. However, I think by reporting what the Scientist said, was fair.",1,,1
R_7ozK3Z9ZH3M2Atw,"What types of oil and gas, can we ensure will be helpful to us?",1,1,
R_1HQ1ikF676pEjVD,I believe the media portrayed the protest in a fair and balanced way. Citizens are afraid and frustrated because not enough is being done to avert climate disaster.,1,,
R_7Yg4ewxhCPLTn4w,This media portrayal is fairly neutral and factual. It tells what happens and gives the reason for the protest without giving any opinions about it.,1,,
R_3KSKNZNzL9hOsM8,"The media portrayed the protest as a significant and urgent call to action by climate activists demanding an end to fossil fuel drilling, highlighting the arrests of participants, including a prominent environmental scientist.",1,,1
R_75NHxmQBB4FYb3r,"They're making them sound like that. They one of the stuff the gas struggling and they're doing it forcefully and then they were all arrested. So it was portraying them as the bad people, which maybe that's not the way you should handle, but you're allowed to protest.",1,,
R_6LFCCOnbgXMw1cf,The protest was described as being peaceful and without incident.,1,,
R_6pcERa7JcOafns5,The media portrayed the protests as peaceful. They also portray the protesters demands as being backed by science.,1,,2
R_5jZzddblOsxM5ra,"The media portrayed the protest by saying what they were doing, and what happened because of it. Though the story then said what the protestors were wanting, the story did not explain why marching on the Federal Reserve bank would help them accomplish that goal.",1,,
R_3GZVEcvXurgTPas,Climate activists are against new oil and gas drilling.,1,,
R_1rcaSbyA285uJPR,The media portrayed them as peaceful protestors trying to prove their point. They seem to believe in what they are protesting for and are displaying their rights as Americans to stand up for what they believe in,1,,
R_7YzmtdIjgpykzpn,I felt the media's portrayal of the event was somewhat biased. It seemed they presented information more in support of supporting measures to curb climate change than to explain the additional oil and gas drilling.,1,,
R_1O7cQYrVnIhv0js,"The protest was portrayed well as the article goes on to describe why the protest was happening, added context about the issue of climate change, and got a quote from an expert in this area of interest.",1,,1
R_3TWWQj3qi5Recww,They portrayed them as a activists.,1,,
R_7PjyVcXsxOtE7g2,The media described the protest well justifying the reasoning for protest. They did not villainize the protestors and explained their complaints.,1,,
R_79hwH8NSW6dGubL,They portrayed as a very calm protist demanding to stop new oil and gas drilling. The protest did not have any incidents and was facilitated by the local police.,1,,
R_12rFUxjXUfvb0Du,"I guess they portrayed them in a neutral way, they just expalined what they did is all.",1,,
R_1uROb8NR6OrleaB,"The media portrayed the protest as a large, peaceful demonstration in New York, highlighting the urgent demands of climate activists for the U.S. government to halt new oil and gas drilling amid a looming climate crisis. The article emphasized the alignment of scientific consensus with the protesters' calls for immediate action to limit global warming",1,,2
R_6IWuNDjdOnZ0xbu,I believe the journalist took a pretty neutral stance. They stated just the facts of the situation. I think it was empathetic to the protestors in clearly stating their objective and giving the opportunity for them to speak their mind on a larger platform.,1,,
R_1BAx68Re3kGDUt3,"Thee protest was peaceful, A scientist joined in to show his support.",1,,1
R_3HNj25ro0vbIuvD,They portrayed the protesters as they their actions. Press wasn't saying negative comments. Just stayed what they saw during protest.,1,,
R_7Ap4qSsAKujyTjX,It seems the media is portraying the protest in a fair an unbiased way. Which is rare and very surprising.,1,,
R_6LhTeyEK0Zc0Npo,"The media portrayed the protest in a neutral, objective way. There was no use of overly emotional words or other rhetorical scare tactics, as FOX NEWS often does.",1,,
R_3DWuhyzbMkWF20N,"It was described as a large, peaceful protest without any incidents.",1,,
R_1oAX5wVSDy3gkIk,"It was described in a largely measured way, describing the peacefulness of the affair and highlighting the issue at hand. The only missing component was perhaps a quote from a public official related to new oil/gas drilling policy.",1,,
R_6TsLPAn7YX8KhvJ,"The media was favorable to the protesters. Media shared the opinions of the protesters and invoked a scientist's claims that agree with the protester, without providing any dissenting views.",1,,1
R_1cdXsiAsDwQyz36,"Typical media making the ""climate change"" protest look real, when all ""climate change"" is about is more taxation. First we're going to freeze to death, then we're going to heat to death, now it's just climate change because they don't know what the hell they are talking about. Those ""scientists"" are nothing more than left wing talking heads.",1,,2
R_1plml2az7RinPvX,Mire than 100 activists blocked some entrances to federal reserve building. The IEA seems to think we need ro go back to ire industrial levels to survive.,1,,2
R_62LklpkkPHR3SrV,I think it was fair and non-biased. It only stated the facts about what happened and why it was happening.,1,,
R_72utu7T3l4952Xg,"The media portrayed the protest as a peaceful demonstration by climate activists in Midtown, Manhantttan",1,,
R_72JumR1nrTt28Tt,They made it seem as if hundreds of people stormed midtown to demand changes to stop new oil and drilling. It sounds pretty extreme in the sense that 100 were arrested.,1,,
R_7VpwiNjjXjeXewX,It portrayed them pretty neutrally. It gave their motivation and what they did in a clear way.,1,,
R_64asnUfriRT2sTf,"Very favorably. They presented the reason for the protest without making them sound crazy, and they specified that no problems had occurred. They also provided an endorsement from a scientist.",1,,
R_1SpLPMlu5ydKcVP,"I think it leaned towards the activists, but did include important facts to make their case.",1,,
R_5lQzzm4AGPEfvDl,The media is a bunch of liberal elitist cry babies beating the drum of false conclusions of global warming scientists who are earning grant money by their lies and mistruths. There is no man made global warming and our species has not been around long enough to have the data to make an informed conclusion. This is nothing but a money grab.,1,,
R_53xiFZfJauqYBFf,"The media describes the protest as chaotic, stating that over a hundred of the protestors were arrested. It states that the protestors were using their bodies to block the entrance to the Federal Reserve.",1,,
R_3PpCMIPW6FPBTkw,They did not judge the actions of climate scientists.,1,,1
R_7ZCTyyD2cCaE3Du,The media was repeating what a group of scientists are saying. The scientists and activists were marching in NYC.,1,,2
R_7F38zkkGX60Or7x,"The media portrayed the protest as peaceful, without incidents and police presence.",1,,
R_7lmxB2KqmotERI5,"I would say the article was unbiased and fair, but maybe should have included a quote or viewpoint of another scientist",1,,1
R_5DS6eoql6ytSodH,I think the media portrayed the protest fairly. I didn't see any bias one way or another.,1,,
R_7cBHRS5Qh7FUCnb,Definitely PRO CLIMATE CHANGE- very one sided. This would be a typical article I would expect to see in mass media.,1,,
R_7PhTfm1IAQhsO8F,The protesters were portrayed as peaceful and marched without incidents.,1,,
R_7LgSGDqsNbYSxAE,They were portrayed very positively. It says they marched peacefully and there were no incidents,1,,
R_7czTtoesjizdBWG,Media portrayed the protest in an overall positive light. However the activists being arrested was unfortunate and even showing the scientists bearing on the side of the activists make it all the more tragic.,1,,1
R_7P5E6FOkoWUv0Ga,They reported the story without bias. They just told what happened and had one person comment.,1,,
R_7KcChqrCg3JmRcl,that they were unruly and caused themselves reason for arrest,1,,
R_5WMQXLCbxnbwZQM,"The media portrayed the protest in this story in a one-sided manner. The account focused only on the protester's concerns, with no regard to any other views on the issue.",1,,
R_6iaQEQd76BVV79v,They portrayed them as peaceful educated protestors.,1,,
R_7RfFL77PYvc3hCN,the media portrayed the protesters neutrally. There was no negative or positive view on them,1,,
R_5YLWLM49nDjg06d,They said it was a peaceful protest and the police said there were no incidents.,1,,
R_5dEjKYqbsyC9vKq,It is rather unclear how the media portrayed the protesters because all it basically said was that one hundred were arrested. It did not give any other details about them,1,,
R_5vkvzfWY6lJkQ89,"The media portrayed the protest from the side of those they were protesting against, highlighting what they did to inconvenience the government.",1,,
R_6qJsvQJ3spfgXAa,The media portrayed the protest as peaceful and important to science. Dr. Fraser even points out that scientists are endorsing the activists which is rare for them.,1,,1
R_7lMFvNSuzQdIYQk,The media was one sided as usual.,1,,
R_6EtyFHldhhnymCz,The protesters gathered peacefully as well as making their voices heard.,1,,
R_3trqoflrsWbtu0h,"They portrayed the facts first, in order to show the protest is not important.",1,,
R_5pRozYcTRSD1MzT,It was reported with facts. There was no bias in the article.,1,,
R_3AMAKYIlHpk37Lz,"The media portrayed the protest as a peaceful and organized demonstration in New York City, where climate activists called for an end to new oil and gas drilling.",1,,
R_6tMDv6qiRSZ6XWY,"The incident was presented factually and positively. The media report noted the peacefulness of the march and police cooperation, then ended with facts about the topic of the protest.",1,,
R_1LLMLTha8ltIWX0,"The media portrayed the activists as peaceful during their march. They went so far as to add that the police facilitated the march and that there were no incidents, meaning the activists followed the lawful guidelines.",1,,
R_1Oji4XcQCRJ0kzn,They covered the protest fairly giving a good perspective,1,,
R_6gO79pCbvb71Urm,"To meet a goal for limiting warming to 1.5 degrees, Scientists say the world could avoid the most horrible impacts of climate change.",1,,2
R_6LJSAt1cEIFNQhr,They portrayed it as peaceful,1,,
R_3tJP282uGQ1fRK1,The media portrayed the protest as very peaceful and clam one.,1,,
R_5dMMeS50EGhUhnR,"The media portrays the protest in a positive light, particularly emphasizing the scientists and their conclusion that no new oil and gas fields can be explored. It portrays the protest as justified because the government is irresponsible in handling the climate crisis.",1,,2
R_5pAlWiHEE2EXZ8x,The media portrayed the protest in a reasonable and unbiased way without any personal opinion.,1,,
R_3B7epTTmNpGQlJT,"This article portrayed the protest factually, giving the reasons the for the protest, without sensationalization.",1,,
R_5koVJezuuaYdd10,"The protest was portrayed in the strongest, most urgent sense. It left nothing out.",1,,
R_1kHqVQt0WG4W5Mh,it put it in a dangerist place it seem like it was the end of the world,1,1,
R_1gsinVUiouq87QZ,"The article portrayed the protest as a new approach to protesting, including scientists who typically do not join the protests. The scientist, Dr. Alex Fraser, stated he had to get involved in the protest to get the government's attention. Further, scientists warn we are heading towards a catastrophic impact of climate change.",1,,1
R_7GDemA3fPSqqDfG,"The media portrayed the actions of the so-called ""protesters"" in a biased way that supports their actions.",1,,
R_74ims0kq2At9SHD,The media portrayed the climate protest in New York City as a peaceful demonstration by thousands of activists demanding an end to fossil fuel exploration and production. The protest highlighted the urgency of addressing climate change and called for immediate action from governments to stop new oil and gas drilling.,1,,
R_7dYDMoYLeFnzOeJ,"This media portrayal of this protest is very fair, with descriptions of the facts and no inflammatory language. It describes the actions of the protestors and their goals.",1,,
R_3F2jXhfUATBjVDm,The media was balanced in their portrayal of the protest.,1,,
R_1Cs1gn37RedajM1,It was informational and objective. They clearly stated what the activists wanted.,1,,
R_5WtXcrbvvlJleq0,They portrayed it as a dire emergency with the activists blockading with their bodies. They are determined to get people to realize this is serious,1,,
R_3KfrvpSfx4L4avT,They portrayed it as peaceful. They want the other governments in the world to quit gas and oil exploration. We only have 1.5 degrees to go before something happens. The media to me just explained it as it happened with no bias.,1,,
R_6IeJVnbMHfYYNt7,"The media portrayed the protest as a peaceful, large-scale gathering facilitated by the police, where climate activists demanded an end to new fossil fuel projects. Scientists, such as Dr. Alex Fraser, publicly supported the protesters' calls for urgent government action, emphasizing the need to heed climate science.",1,,1
R_1qe1teJkjf8bJKX,"While a very large group, they were described as a peaceful protest, with the local police helping things go smoothly.",1,,
R_3d16IKU3hMmV2JD,They always take the side of these idiots who think man can make a difference in the weather which is total crap. I have been a meteorologist for over 40 years and the fact is our planet is not warming.,1,,
R_3h9GoshaHR7ESAy,"It seems to be portrayed as peaceful, but slightly aggressive. The points made on to why they are doing. This are clear.",1,,
R_3PWEsP0a5ZKYyPf,"The media emphasized the cooperation between protesters and police, suggesting a unified call for urgent climate action.",1,,
R_3pRrwuu1K5JMMHn,"The media portrayed the climate protest in a neutral and factual manner, highlighting the peaceful nature of the march and the protesters' demands for an end to fossil fuels, while also incorporating expert opinions from scientists to provide context and legitimacy to the cause. The article presents a balanced view, neither sensationalizing nor criticizing the protest, and instead focuses on conveying the key messages and goals of the climate activists.",1,,1
R_1HpJicP5NpxY1dN,The media was trying to portray climate activists as passive victims.,1,,
R_5Dx7WBus56dZWFT,"I believe the media portrayed the protest fairly. They accurately reported what happened, stated some facts, and then interviewed one of the protesters for their take on the situation.",1,,
R_3My7dpJYgrhnD1v,The media portrayed this as a peaceful protest in favor of avoiding the impacts of climate change.,1,,
R_1uyXWMbqHRa42n2,That they were protesters that blocked the federal reserve bank. There were no opinion for or against the protesters,1,,
R_374KusStw0KSP8B,"The media portrayed that the people marched in New York City to protest against climate change. The protestants want the government to stop using fossil fuels like oil and gas, and the scientists were equally in favor of this.",1,,2
R_1GRb4cxNprLllrb,The article is fully biased in favor of the protesters. It is less informational than it is propaganda.,1,,
R_5k7E7qgqIIuIKTF,that it was peaceful and there was no incidents.,1,,
R_3q9BEybD5ZOlvkC,"The news media portrays the protest in apostive manner, legitimizing their demands and concerns by bolstering their claims with the statements of environmental scientists.",1,,1
R_5O8sBCuJyC2F79I,"The media portrayed the protest as a significant and urgent action by climate activists demanding an end to fossil fuel exploration, highlighting their direct blockade of the Federal Reserve and the resulting arrests. The coverage emphasized the activists' alignment with scientific calls to limit global warming and the need for immediate government action.",1,,2
R_50uuHa79lKPj0AK,They over dramatized the small protest and only covered the protesters part of the story.,1,,
R_5UW5BnDBRNuKHsH,"The media portrayed the activists as being the good, knowledgeable, all knowing people, not kooks or law breakers.",1,,
R_1Kxbf26lal54tfX,"Biased pro-protestor story that presents the faulty ""scientists say"" myth as fact, when in fact the matter is hardly settled.",1,,2
R_6VIuYHaZNxQ8X05,The media portrayed the protest as peaceful and orderly. We do need fossil fuels so I disagree with the scientists and protesters.,1,,2
R_1xzYfSuvVYoHnze,"The media portrayed them in a neutral standpoint, just stating what happened.",1,,
R_5lVmym94LScvKRn,Rather than just reporting about the protest they also gave a rationale behind why it was taking place which was not necessary. It seemed like they were trying to lend credence to the protest.,1,,
R_3eQs8YzgQr5I1he,That the Protest was peaceful with no incidents.,1,,
R_7Ow4CLeT2lqN04x,It was a peaceful protest attended by thousands in Manhattan. Scientists even attended because they feel that the government is not taking them seriously.,1,,1
R_3UeYKQ66KbZdZlt,"The article framed the protest negatively using emotionally charged language like “demand“, “stop”, ‘ blockaded”, “marched“. Respected scientific evidence is placed last in the article.",1,,
R_1qmTmraAKxEcWcB,"The media portrayed the protest as a peaceful march in New York City, where thousands of climate activists demanded an end to new oil and gas exploration. The protest was supported by the police and occurred without any incidents, highlighting the urgency of addressing climate change as emphasized by scientists and the International Energy Agency.",1,,2
R_1zcM8OBnxcrJb7H,"Media was biased towards the activists and emphazing the views of the scientists. I believe climate change is a hoax, and the scientific data is skewed.",1,,2
R_60gu2h2OZ4YBVKN,It would seem that the article portrayed the protest as very heavily attended but peaceful and orderly.,1,,
R_1yXP4UWTp16lL69,"Apparently, it was peaceful. A good way to try and start change.",1,,
R_7C2AGdusqSWCCKu,the media showed climate activists blocking the federal reserve to protest new oil and gas drilling. they reported arrests and highlighted a scientist’s push to stop it.,1,,2
R_5bO82WAOPybmNd3,It seems like it was portrayed in a good light. Highlighting the facts and how the government is responding to an unprecedented climate crisis.,1,,
R_3gXl9JmEiNqeKMy,The media portrayed the protest as a positive thing because it gave a reason to protest by stating what some scientists believe,1,,2
R_7pXj0vS9QZb6EsW,"According to the newspaper article, the protest was peaceful.",1,,
R_3uEvO4cKhlWXD4e,It appeared to me that the media was presenting the story of the protests as a factual story and with no real bias one way or the other.,1,,
R_1rpRhThnKHsnyAX,The media described the protests as a nuisance and causing havoc as many protesters were arrested.,1,,
R_67vWsSHbeXhfnKN,My opinion the portrayal was neutral - they just reported the facts of the march/demonstration and described why they were demonstrating.  I detected no bias in the reporting.,1,,
R_5vLNC19EgD1tc8F,It makes it seem almost as if they were putting their lives on the line in order to achieve their goal in reducing drilling in the U.S.,1,,
R_5ikahW9CSayPK7q,"The article gives the impression that the protest was peaceful and uneventful, though that seems unlikely.",1,,
R_13xbhOf7jNzjJpn,"The media portrayed these activists as victims who want to save the world. They used Dr, Alex Fraser, their leader, as the all knowing leader, making these out of touch claims, as though what he did was just.",1,,1
R_5cVWAX74rAIdX8t,This media outlet seemed to have reported the incident with mostly an indifferent and factual outlook. I would like to see more media centers do actual reporting like this in a way where facts are given and information is presented in a non-biased and informative way.,1,,
R_3G8rCNTSWj9FSdH,"This article did a fairly decent job of NOT portraying the activists as loons. It did this by using quotes from the activists, in particular Dr. Alex Fraser, which explained why they acted as they did. It's one of the more fair articles toward climate activists that I've read.",1,,1
R_1zzPXYyCPtl0Ky9,"They portrayed the protest positively. They stated it was peaceful and in cooperation with authorities, They also added information that supports the protesters goals.",1,,
R_5tLLw88MmLvwxgm,"The media told that the protest was legal and peaceful, assisted by the police.",1,,
R_5K1PXlMoDVArwJz,The media portrayed the protest in very matter of fact terms without any sensationalism and did well communicating and respecting the point of the protest and those participating.,1,,
R_7OTGgwn18LppY64,The media portrayed the protest as a peaceful event by climate activists which resulted in zero incidents as the police also facilitated them.,1,,
R_1DU2v7E1qAN8zZu,"The media portrayed the protest as a significant and urgent call to action by climate activists, highlighting their direct blockade of the Federal Reserve Bank and the resulting arrests. The coverage emphasized the activists' demands for an end to new oil and gas drilling in light of pressing climate science.",1,,2
R_6eJkytykC3OD0CF,"Thousands were gathered for the protest, and marched peacefully through the streets. There were no incidents.",1,,
R_1NIzecXk6mHF5dL,"The protest was portrayed as a peaceful, state facilitated march. The media portrayed climate change as a pertinent issue that the protest was rightfully bringing attention to.",1,,
R_7cd0MkwRfTuQtPz,The portrayal was fairly neutral. The article simply describes the physical reality of hundreds of people blockading the entrance of the Fed. It then goes on to explain the scientific circumstances which inspired the protest.,1,,2
R_1FxEkxWOxTfwoO4,"It seemed as if the protest was portrayed factually- describing the protestors forming a blockade, and noting that while many activists were arrested, so was at least one scientist. The article included facts given by scientists, so this along with the scientist joining in with the activists seemed to legitimize the protest in the article.",1,,1
R_3y6PUEntBATTP3j,The media portrayed the protest as pacific and without incidents.,1,,
R_63vAmcqj1KLt7K4,Media portrayed the protest as peaceful and then helped the protest by making claims in support.,1,,
R_6qXfzpUczQWiikx,The media seemed to cover the event without bias.,1,,
R_6ZNYdrOShZ9UKlL,The media showed that activists were standing up to so something about climate change and they were arrested. The scientist is using the activist as a way to push for new oil and gas infrastructure to stop.,1,,1
R_3f6EonLrtXQiB8A,The media gave one side of the story. They gave the story of the scientist that explains in his opinion and findings the world needed to limit warming. He was arrested with the activists to prove a point.,1,,
R_1PFV6KqTw7dTXPJ,Non-violent protesters who are ultimately in the right. The article backed up their protest with the reason and science behind it.,1,,2
R_6h0cRD6BMtZwUBb,They portrayed the protest was peacefully and with no incidents.,1,,
R_3ib0EmTs8CYfBOB,The media is making it sound like this is entirely peaceful and just some people with signs outside of a government building.,1,,
R_3qZMfNVMq0SsKRW,Media seems to have portrayed it fairly neutrally.,1,,
R_1pSSFEVjAKu2rzV,"They sound like a bunch of hysterical, misguided, uninformed mouth-breathers.",1,1,
R_3nNuRLjPFkBLd9B,The peaceful protest was held with the intentions of calling for the US government and other governments to stop new oil and gas drilling.,1,,
R_6dLdAD96XOWVXkM,"The media portrayed the protest accurately and without bias. Also, they stated facts about climate change.",1,,
R_7pDtqTNqNWwYDir,It was portrayed in a neutral tone. There was a straight-forward description of what happened without any editorial comments.,1,,
R_1s7JrqKyqNNX7Eq,"The media appears to be portraying the protest in a positive light. They emphasized that the protest had no incidents, and included a supporting comment from the environmental scientist. There was no dissenting opinions.",1,,1
R_5uPbRR5eCnGVsFr,The media portrayed the protest in a positive light and in favor of the protestors. The details surrounding this event back the protestors.,1,,
R_7aQAaKVCDxZhj8M,"They arrested the activists rather than hearing them out and trying to work it out. The government is not looking at the big picture, but rather the dollar signs.",1,,
R_1fwTWT2YaI8wAIx,The protestors requests for no new oil/gas fields was reasonable and was supported by academic researchers.,1,,1
R_57o9MadmvUhZ46B,"The media portrayed the protest in a positive light, focusing on how peaceful they were and reiterating support behind what they're protesting.",1,,
R_3JjUeXfLoZ5QN9c,The media blew it up again. They sensationalize all the events no matter what they may be,1,,
R_1fcDUoqmDNFotUy,The media portrayed the protest as peaceful and without incident.,1,,
R_6qHBhIg1NgTlag6,"It portrayed it as a nuisance instead of something positive. In the second paragraph, it illuminates how stopping the drilling would be positive for climate change based on scientists. Again, it paints the protestors in a negative light.",1,,2
R_70MTN9I0FOoJXP7,It was a peaceful protest of activists and scientists working together to draw more attention to the climate crisis before it's too late.,1,,1
R_34O5Q2ZuPbuRPr3,The media portrayed the protest to be annoying and not focused on.,1,,
R_10rh4B6EIJXDlXF,Media portrayed it in a neutral way without bias. The whole thing is simple and precise,1,,
R_7fAwb9zjmyLvW5j,"A protest, which was endorsed by scientists, marched in New York to oppose new oil and gas drilling;",1,,1
R_5Rb4kEKvG5Jk7bE,The media portrayed this protest as peaceful and accompanied by police with no violent instances. The media also said we need to limit global warning as backed up by science.,1,,2
R_64faFkry0Sp3OSA,It was portrayed as a nonpeaceful protest. Writing about people blockading entrances and getting arrested portrays the event in a negative light.,1,,
R_12OUQZYHOAJ75e1,"I would say that the above text is fair and balanced, with roughly equal presentation of the varying issues involved. It's a pretty straightforward recounting of a climate change protest, though with somewhat more formal language than I'm used to seeing (being a longtime media person myself) -- i.e., ""the protest was facilitated by the police without any incidents."" But otherwise, it probably wouldn't stand out beyond the immediate knowledge that it's passing on.",1,,
R_6pYS1sowJ5EFnGN,The media portrayed the protest as being peaceful.,1,,
R_7Kw2mdJU1oGRAEp,the world needs to limit warming to 1.5 degrees Celsius and that no new oil and gas fields can be explored.,1,,
R_3uNveCmgmiOr02e,The media portrayed the protest as peaceful with the aim of stopping new oil and gas drilling,1,,
R_6cvAIW2zn0HCnLj,The article portrayed the protest as peaceful and noted it was lead by police without any incidents. The client change activists and scientists are peacefully trying to speak out on climate change and they want the government to take action.,1,,1
R_79lvvy7zAYjboCB,I felt like the media portrayed the protest fairly and gave scientists the spotlight,1,,1
R_67GSziVu91MUkk9,"The media gave credibility to the crackpot protesters and so-called ""climate scientists"" who are only trying to protect their own slalries.",1,,2
R_7qPbeZFTsii4fjd,"The media portrayed the protest in a heroic/positive light, that they were doing good and fighting back against the U.S government causing all this harm. They definitely have bias here, clearly in favor of the climate activists' actions.",1,,
R_6G1dQ1Vp220TT85,The media portrayed the protest to be peaceful and legal. I believe they had a favorable opinion to the protest.,1,,
R_5Hd7jC9QGLKktEv,The protest is described as being peaceful. The protest is portrayed as being supported by scientists.,1,,1
R_36f4g0uB5PpHJqw,I think they did a good job in writing the story to describe how climate change needs to change an adds how it can done,1,,
R_5OOAmXApWUBSZcl,"Their description was pretty straight forward. There was no exposition or bias included, just a simple news reporting of what happened.",1,,
R_6sFMBWzU0VWNgCB,"They portrayed the protest as militant. They said that they ""marched"" to the bank and ""blockaded"" the entrances with their bodies.",1,,
R_6kd3pf2TOSW90j1,Quite fairly and in a non-judgmental way. They presented the reasons and consequences of the protest also.,1,,
R_5QnrS4kZ4xqda7c,The depiction of the protrude was relatively neutral.,1,,
R_7KDDG7VcNOR8Sm0,"The media appears to try to be neutral, but It seems they agree with scientists, which they use to inform readers about climate change.",1,,
R_671iUYXPotXdg7h,Media gave a positive report of the protest and the actions needed,1,,
R_5iyxymM7xFg53ux,The newspaper article described the protest as peaceful and without any incidents.,1,,
R_3FIohM5mGFLzkNH,They portray the protest as peaceful and in a good light,1,,
R_73gGPiQGrszrYMb,They were just stating facts about the protestors. Very neutral as far as opinions or judgement.,1,,
R_6EEItFF8Al37iox,"This was a fairly neutral portrayal of climate activism. The article described what the activists did without emotionally charged language, the result of their actions, and a brief, science-back reason for the protest.",1,,2
